0,3,4843:11,0,11,0,0,0,0,14,0
0,3,5153:7,0,0,3,5,0,0,0,0
0,3,4523:50,0,59,10,0,0,0,0,0
1,3,12443:0,0,0,2,2,0,0,0,0
1,3,6413:2,0,0,0,0,2,0,0,0
1,3,6463:2,0,0,0,0,0,0,2,0
1,3,5423:2,0,0,0,2,0,0,0,0
1,3,5333:2,0,0,2,0,0,0,0,0
0,3,11765:0,0,0,0,0,1,0,8,0
0,3,3935:1,0,0,0,2,0,0,1,0
0,3,5415:11,0,0,0,35,0,0,0,1
0,3,5235:0,0,0,77,0,0,0,0,17
0,3,3075:59,0,0,0,0,0,0,0,9
0,3,2995:5,0,0,3,11,0,0,0,0
0,3,5875:1,0,0,1,8,0,0,0,0
0,3,3845:8,0,0,5,0,0,0,1,0
1,3,5555:2,0,0,0,0,0,0,2,0
1,3,5505:2,0,0,0,0,0,0,0,2
1,3,6275:2,0,0,0,0,0,0,2,0
1,3,6225:2,0,0,0,0,0,0,0,2
1,3,5965:2,0,0,2,0,0,0,0,0
0,3,4845:5,0,8,0,0,0,0,0,5
0,3,3125:11,0,0,0,0,0,0,1,0
0,3,4525:8,0,125,71,0,0,0,0,0
0,3,3715:2,0,0,9,10,0,0,0,0
0,3,5245:50,0,0,86,0,0,5,0,0
1,3,12445:0,0,0,2,2,0,0,0,0
1,3,10285:0,0,0,2,2,0,0,0,0
1,3,6415:2,0,0,0,0,2,0,0,0
1,3,5425:2,0,0,0,2,0,0,0,0
1,3,6145:2,0,0,0,2,0,0,0,0
1,3,3805:2,0,0,2,0,0,0,0,0
0,3,8095:0,2,0,2,2,0,0,0,0
0,3,3905:14,0,0,0,1,5,0,0,0
0,3,5435:3,0,0,0,0,170,44,0,0
0,3,4585:1,0,8,2,0,0,0,0,0
0,3,5935:14,0,0,18,0,21,0,0,0
0,3,3095:11,0,0,0,0,6,0,0,0
1,3,11735:0,0,0,2,2,0,0,0,0
1,3,10385:0,0,0,2,0,2,0,0,0
1,3,8225:0,2,0,2,0,0,0,0,0
1,3,5705:2,0,0,0,0,0,2,0,0
1,3,4855:2,0,2,0,0,0,0,0,0
1,3,4085:2,0,0,0,0,0,2,0,0
0,3,8195:0,1,0,5,0,34,0,0,0
0,3,4685:2,0,8,0,5,0,0,0,0
0,3,2425:0,0,0,1,0,0,0,0,0
0,3,3695:2,0,0,4,8,0,0,0,0
0,3,1615:11,41,0,104,0,0,0,0,0
1,3,4775:2,0,2,0,0,0,0,0,0
0,3,6355:38,0,0,0,3,0,0,5,0
0,3,6175:2,0,0,0,0,98,0,18,0
0,3,4055:1,0,0,0,0,2,0,0,0
0,3,4505:68,0,49,128,0,0,0,0,0
0,3,5955:104,0,0,104,0,0,0,0,1
0,3,3795:1,0,0,0,0,0,0,0,93
1,3,6445:2,0,0,0,0,0,0,2,0
1,3,6125:2,0,0,0,2,0,0,0,0
1,3,5315:2,0,0,2,0,0,0,0,0
1,3,3155:2,0,0,2,0,0,0,0,0
1,3,6035:2,0,0,2,0,0,0,0,0
0,3,8147:0,2,0,59,0,0,0,179,0
0,3,8197:0,35,0,8,0,1,0,0,0
0,3,7517:0,20,0,38,0,0,0,3,0
0,3,5627:9,0,0,0,8,0,0,21,0
0,3,5677:35,0,0,0,0,32,44,0,0
0,3,5447:2,0,0,0,0,71,0,44,0
0,3,4817:26,0,1,0,0,0,0,8,0
0,3,6167:95,0,0,0,0,17,0,1,0
0,3,6117:5,0,0,0,5,0,0,0,1
0,3,4687:11,0,4,0,11,0,0,0,0
0,3,3697:1,0,0,1,23,0,0,0,0
0,3,3147:11,0,0,17,0,0,0,0,3
0,3,3787:5,0,0,124,0,0,65,0,0
1,3,12737:0,0,0,0,0,2,0,2,0
1,3,6437:2,0,0,0,0,0,0,2,0
1,3,4777:2,0,2,0,0,0,0,0,0
1,3,4047:2,0,0,0,0,0,0,0,2
1,3,3967:2,0,0,0,2,0,0,0,0
1,3,3877:2,0,0,2,0,0,0,0,0
0,3,10307:0,0,0,0,0,2,0,26,0
0,3,5407:1,0,0,0,20,0,2,0,0
0,3,4057:13,0,0,0,0,5,6,0,0
0,3,3977:1,0,0,0,0,110,1,0,0
0,3,4507:26,0,92,2,0,0,0,0,0
0,3,2347:98,0,39,12,0,0,0,0,0
0,3,2987:2,0,0,20,11,0,0,0,0
1,3,6127:2,0,0,0,2,0,0,0,0
1,3,3157:2,0,0,2,0,0,0,0,0
1,3,5957:2,0,0,2,0,0,0,0,0
0,3,8117:0,1,0,170,0,21,0,0,0
0,3,6097:2,0,0,0,0,2,0,0,0
0,3,5287:23,0,0,11,0,11,0,0,0
0,3,5147:1,0,0,5,11,0,0,0,0
1,3,12437:0,0,0,2,2,0,0,0,0
1,3,6367:2,0,0,0,2,0,0,0,0
1,3,5417:2,0,0,0,2,0,0,0,0
1,3,4067:2,0,0,0,0,2,0,0,0
0,3,11687:0,0,0,7,4,4,0,0,0
0,3,4667:2,0,2,0,8,0,0,0,0
0,3,4577:4,0,1,1,0,0,0,0,0
0,3,5927:0,0,0,0,0,1,0,0,0
0,3,5977:158,0,0,2,0,0,0,47,0
1,3,16817:0,0,0,2,2,0,0,0,0
1,3,12497:0,0,0,2,0,2,0,0,0
1,3,5657:2,0,0,0,2,0,0,0,0
1,3,4847:2,0,2,0,0,0,0,0,0
0,3,11737:0,0,0,11,14,0,0,5,0
0,3,5527:1,0,0,0,0,2,0,11,0
0,3,6247:20,0,0,0,0,1,0,23,0
0,3,4767:26,0,59,0,0,0,0,0,44
0,3,3957:2,0,0,0,1,0,0,0,7
0,3,5207:3,0,0,123,0,19,0,0,0
0,3,5257:164,0,0,6,0,0,0,32,0
0,3,3777:1,0,0,23,0,0,0,0,92
0,3,2417:0,0,1,0,0,0,0,0,0
0,3,3137:5,0,0,0,0,0,1,0,0
1,3,6517:2,0,0,0,0,0,0,2,0
0,3,10469:0,0,0,0,1,0,0,1,0
0,3,8219:0,5,0,17,0,0,0,2,0
0,3,8089:0,2,0,17,77,0,0,0,0
0,3,5519:17,0,0,0,0,2,0,5,0
0,3,4759:101,0,8,0,0,0,152,0,0
0,3,4029:25,0,0,0,0,0,0,0,6
0,3,3949:23,0,0,0,4,0,6,0,0
0,3,3129:5,0,0,3,0,0,0,0,14
0,3,5929:50,0,0,0,0,9,0,0,0
0,3,5979:7,0,0,1,0,0,0,0,65
1,3,11819:0,0,0,2,0,0,0,2,0
1,3,5659:2,0,0,0,2,0,0,0,0
1,3,4119:2,0,0,0,0,0,0,0,2
0,3,5209:5,0,0,89,0,80,0,0,0
0,3,5259:60,0,0,8,0,0,0,0,34
0,3,4499:188,0,59,32,0,0,0,0,0
0,3,2419:0,0,3,14,0,0,0,0,0
0,3,3689:6,0,0,8,4,0,0,0,0
0,3,1609:149,2,0,17,0,0,0,0,0
0,3,3139:17,0,0,27,0,0,3,0,0
1,3,4769:2,0,2,0,0,0,0,0,0
1,3,5489:2,0,0,0,0,0,2,0,0
1,3,5989:2,0,0,2,0,0,0,0,0
0,3,3329:20,0,0,0,0,2,2,0,0
0,3,5179:14,0,0,3,3,0,0,0,0
